"sampling_agency","run_year","recovery_date","fishery","recovery_location_code","length","sampling_site","recovery_location_name","tag_code","estimated_number","hatchery_location_name","brood_year"
"CDFW",2011,20110727,10,"6MO      SFPA",783,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.37,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111107,50,"6FCSAAMN NBFH",714,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111107,50,"6FCSAAMN NBFH",821,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110727,10,"6MO      SFPA",776,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.37,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110727,10,"6MO      SFPA",705,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.37,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110727,10,"6MO      SFPA",720,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.37,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110727,10,"6MO      SFPA",750,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.37,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110727,10,"6MO      SFPA",730,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.37,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110727,10,"6MO      SFPA",785,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.37,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111107,50,"6FCSAAMN NBFH",828,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111107,50,"6FCSAAMN NBFH",881,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111107,50,"6FCSAAMN NBFH",925,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111107,50,"6FCSAAMN NBFH",866,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111107,50,"6FCSAAMN NBFH",839,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111107,50,"6FCSAAMN NBFH",792,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110731,10,"6MO      SFPA",700,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.37,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110801,10,"6MO      SFPA",752,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",870,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040317,10,"5M2222404O2404  10",840,"2404","NEWPORT AREA 4","65460",4.97,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110801,10,"6MO      SFPA",754,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110801,10,"6MO      SFPA",805,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110801,10,"6MO      SFPA",732,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",715,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040318,10,"5M2222404O2404  10",700,"2404","NEWPORT AREA 4","65460",4.97,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110801,10,"6MO      SFPA",791,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110801,10,"6MO      SFPA",817,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040318,10,"5M2222404O2404  10",710,"2404","NEWPORT AREA 4","65460",4.97,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110801,10,"6MO      SFPA",688,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",828,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",826,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110801,10,"6MO      SFPA",701,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110801,10,"6MO      SFPA",738,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",810,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040318,10,"5M2223405O3405  10",701,"3405","CHARLESTON AREA 5","65460",5.49,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",695,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",860,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110801,10,"6MO      SFPA",815,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110801,10,"6MO      SFPA",750,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110801,10,"6MO      SFPA",750,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",915,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040319,10,"5M2223404O3404  10",887,"3404","CHARLESTON AREA 4","65460",1.05,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",810,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",808,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",870,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",790,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",758,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",870,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",856,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",768,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040323,10,"5M2222404O2404  10",740,"2404","NEWPORT AREA 4","65460",4.43,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",667,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",770,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",792,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",840,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040323,10,"5M2223405O3405  10",719,"3405","CHARLESTON AREA 5","65460",5.71,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110802,10,"6MO      SFPA",730,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",763,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",806,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040323,10,"5M2223405O3405  10",685,"3405","CHARLESTON AREA 5","65460",5.71,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110802,10,"6MO      SFPA",775,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",734,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",830,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040323,10,"5M2223405O3405  10",657,"3405","CHARLESTON AREA 5","65460",5.71,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110802,10,"6MO      SFPA",809,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",835,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111109,50,"6FCSAAMN NBFH",749,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",819,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040324,10,"5M2222404O2404  10",780,"2404","NEWPORT AREA 4","65460",4.43,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",810,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",809,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",784,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",750,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",795,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",635,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",734,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",635,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040329,10,"5M2223405O3405  10",733,"3405","CHARLESTON AREA 5","65460",3.12,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",815,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",765,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",788,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",750,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110802,10,"6MO      SFPA",NA,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040330,10,"5M2223405O3405  10",665,"3405","CHARLESTON AREA 5","65460",3.12,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110803,10,"6MO      SFPA",700,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110803,10,"6MO      SFPA",767,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",708,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",735,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",818,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110804,10,"6MO      SFPA",780,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040402,10,"5M2223405O3405  10",627,"3405","CHARLESTON AREA 5","65460",3.12,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110807,10,"6MO      SFPA",674,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110807,10,"6MO      SFPA",768,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",885,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040402,10,"5M2223405O3405  10",700,"3405","CHARLESTON AREA 5","65460",3.12,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",838,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",860,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110808,10,"6MO      SFPA",715,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110808,10,"6MO      SFPA",745,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",845,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040405,10,"5M2222404O2404  10",740,"2404","NEWPORT AREA 4","65460",2.91,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110809,10,"6MO      SFPA",665,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110809,10,"6MO      SFPA",754,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",779,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040407,10,"5M2222404O2404  10",680,"2404","NEWPORT AREA 4","65460",2.91,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",800,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",891,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110809,10,"6MO      SFPA",691,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110809,10,"6MO      SFPA",782,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110809,10,"6MO      SFPA",799,"EUFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",851,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040412,10,"5M2222405O2405  10",775,"2405","NEWPORT AREA 5","65460",1.86,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",856,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110812,10,"6MO      SFPA",739,"SHFB","SPAN.FLAT-PT.ARENA","68637",2.19,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040413,10,"5M2223405O3405  10",800,"3405","CHARLESTON AREA 5","65460",2.84,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110816,10,"6MO      SFPA",765,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.92,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110816,10,"6MO      SFPA",804,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.92,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",865,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110817,10,"6MO      SFPA",778,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.92,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040413,10,"5M2223405O3405  10",712,"3405","CHARLESTON AREA 5","65460",2.84,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110823,10,"6MO      SFPA",785,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.92,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",785,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040418,10,"5M2223405O3405  10",690,"3405","CHARLESTON AREA 5","65460",2.84,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110824,10,"6MO      SFPA",730,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.92,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110824,10,"6MO      SFPA",744,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.92,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110825,10,"6MO      SFPA",786,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.92,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",818,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",858,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110825,10,"6MO      SFPA",782,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.92,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",837,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040418,10,"5M2222404O2404  10",780,"2404","NEWPORT AREA 4","65460",2.56,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",811,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111110,50,"6FCSAAMN NBFH",938,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110829,10,"6MO      SFPA",782,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.92,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110829,10,"6MO      SFPA",795,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.92,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040426,10,"5M2222403O2403  10",650,"2403","NEWPORT AREA 3","65460",1.01,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110902,10,"6MO      SFPA",767,"SHFB","SPAN.FLAT-PT.ARENA","68637",2.85,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110906,10,"6MO      SFPA",747,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.85,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",925,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040426,10,"5M2222403O2403  10",780,"2403","NEWPORT AREA 3","65460",1.01,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",787,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",816,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110906,10,"6MO      SFPA",780,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.85,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110913,10,"6MO      SFPA",665,"FBFB","SPAN.FLAT-PT.ARENA","68637",2.85,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040427,10,"5M2222403O2403  10",730,"2403","NEWPORT AREA 3","65460",1.01,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110402,40,"6MO      PPPS",719,"MNMO","PIGEON PT.-POINT SUR","68637",5.5,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110402,40,"6MO      PPPS",637,"SCMO","PIGEON PT.-POINT SUR","68637",5.5,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",920,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",837,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110404,40,"6MO      PPPS",729,"MSMO","PIGEON PT.-POINT SUR","68637",5.5,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",815,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040427,10,"5M2223404O3404  10",635,"3404","CHARLESTON AREA 4","65460",1,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110408,40,"6MO      PPPS",706,"MSMO","PIGEON PT.-POINT SUR","68637",5.5,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040427,10,"5M2223404O3404  10",732,"3404","CHARLESTON AREA 4","65460",1,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110409,40,"6MO      PPPS",706,"SCMO","PIGEON PT.-POINT SUR","68637",5.5,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110409,40,"6MO      PPPS",752,"MSMO","PIGEON PT.-POINT SUR","68637",5.5,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",841,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",795,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",900,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110409,40,"6MO      PPPS",740,"MSMO","PIGEON PT.-POINT SUR","68637",5.5,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040428,10,"5M2222404O2404  10",700,"2404","NEWPORT AREA 4","65460",2.99,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110417,40,"6MO      PPPS",737,"SCMO","PIGEON PT.-POINT SUR","68637",4.08,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110428,40,"6MO      PPPS",720,"MNMO","PIGEON PT.-POINT SUR","68637",4.08,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",859,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",808,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110516,10,"6MO      PPPS",741,"MSMO","PIGEON PT.-POINT SUR","68637",1.95,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",812,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040502,10,"5M2222404O2404  10",810,"2404","NEWPORT AREA 4","65460",2.99,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",810,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",791,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110516,10,"6MO      PRPS",725,"MSMO","PT.REYES-PT.SUR","68637",1.95,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110625,10,"6MO      PPPS",711,"MNMO","PIGEON PT.-POINT SUR","68637",1.83,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110625,10,"6MO      PPPS",760,"MSMO","PIGEON PT.-POINT SUR","68637",1.83,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",841,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20111114,50,"6FCSAAMN NBFH",784,"NBFH","NIMBUS FISH HATCHERY","68638",1.01,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040502,10,"5M2222404O2404  10",740,"2404","NEWPORT AREA 4","65460",2.99,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110625,10,"6MO      PSMB",825,"AVMO","POINT SUR-CA/MEX.BOR","68637",1.83,"NIMBUS FISH HATCHERY",2008
"ODFW",2004,20040503,10,"5M2223405O3405  10",805,"3405","CHARLESTON AREA 5","65460",3.67,"NIMBUS FISH HATCHERY",2000
"CDFW",2011,20110625,10,"6MO      PSMB",832,"AVMO","POINT SUR-CA/MEX.BOR","68637",1.83,"NIMBUS FISH HATCHERY",2008
"CDFW",2011,20110626,10,"6MO      PPPS",778,"MNMO","PIGEON PT.-POINT SUR","68637",1.83,"NIMBUS FISH HATCHERY",2008
